"Observed","Total","Completeness","Mean","Median","Min","Max","field_name","form_name","section_header","field_type","field_label","select_choices_or_calculations","field_note","text_validation_type_or_show_slider_number","text_validation_min","text_validation_max","identifier","branching_logic","required_field","custom_alignment","question_number","matrix_group_name","matrix_ranking","field_annotation"
"0","0","NaN",NA,NA,NA,NA,"gender_role_7x","questionnaires",NA,"radio","Ndihlala ndizama ukuphumelela kukhuphiswano lwezemidlalo.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_8x","questionnaires",NA,"radio","Ukuba nentombi okanye umfazi yinxalenye yoluvo lwam lokuba yindoda ephumeleleyo.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_9x","questionnaires",NA,"radio","Ukwenza imali ngakumbi kunebhinqa ngumlinganiso wexabiso lam kunye nokuxabiseka kwam","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_10x","questionnaires",NA,"radio","Ukugqithwa ngumfazi emsebenzini kundenza ndingakhululeki","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_11x","questionnaires",NA,"radio","Ndingakhathazeka xa abahlobo bam besazi ukuba ndihlala nomntu wasethyini kwaye ndenza nawuphi na umsebenzi wasekhayeni","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_12x","questionnaires",NA,"radio","Andithandi ukuvumela umfazi ukuba alawule imeko.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_13x","questionnaires",NA,"radio","Ndinga khathazeka xa abahlobo bam besazi ukuba ndihleli ekhaya ndigcina abantwana ngelixa umfazi wam esiya emsebenzini.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_14x","questionnaires",NA,"radio","Ukubanomphathi wasethyini kungabanzima kum.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_15x","questionnaires",NA,"radio","Ndinobunzima bokuxelela abanye ukuba ndiyabakhathalela","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_16x","questionnaires",NA,"radio","Kunzima ukuthetha ngendlela endiziva ngayo xa ndabelana ngesondo okanye xa ndigqibile ukwabelana","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_17x","questionnaires",NA,"radio","Ndihlala ndixakwa kukufumana amazwi okucacisa indlela endiziva ngayo.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_18x","questionnaires",NA,"radio","Andithandi ukuyiveza indlela endiziva ngayo kwabanye abantu","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_19x","questionnaires",NA,"radio","Xa umntu enondibona ndilila kunganzima kum","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_20x","questionnaires",NA,"radio","Ukwazi ukwenza isondo kubalulekile kum njenge ndoda.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_21x","questionnaires",NA,"radio","Ndiziva uba kumele ndihlale ndilungele ukwabelana ngesondo neqabane lam noba ndiziva ndidiniwe.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_22x","questionnaires",NA,"radio","Ndiyaxhalaba ngokungakwazi ukuvukelwa xandifuna isondo.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_23x","questionnaires",NA,"radio","Kubalulekile kum ukwazi ndingasela kangangoko ndifuna nangapezulu kwabanye abantu.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
"0","0","NaN",NA,NA,NA,NA,"gender_role_24x","questionnaires",NA,"radio","Ukwabelana ngesondo yingxenye yempumelelo yendoda.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2' and [participant_gender] = '2'","y",NA,NA,"gender_role_x",NA,NA
NA,NA,NA,NA,NA,NA,NA,"masc_chronic_d_start_e","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about your beliefs about <span style=""text-decoration: underline;"">masculinity</span>.</span></p> <p style=""text-align: left;""><span style=""color: #236fa1;"">Please read each statement carefully. Indicate how you feel about each statement.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '1'",NA,NA,NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d1","questionnaires",NA,"radio","Being physically strong is important to me","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d2","questionnaires",NA,"radio","I like to know I am looking after my partner or family","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d3","questionnaires",NA,"radio","Having a good level of fitness is important to me","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d4","questionnaires",NA,"radio","I am a fighter","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d5","questionnaires",NA,"radio","I need to provide financial security for my partner or family","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d6","questionnaires",NA,"radio","Being an active person in important to me","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d7","questionnaires",NA,"radio","Being able to provide for my partner or family is important to me","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d8","questionnaires",NA,"radio","I am a competitive person","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
"2344","2344","100",NA,NA,NA,NA,"masc_chronic_d9","questionnaires",NA,"radio","It's up to me to protect my partner or family","1, Not at all true|2, Somewhat true|3, Very true",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"masculinity_in_chronic_disease",NA,NA
NA,NA,NA,NA,NA,NA,NA,"masc_chronic_d_start_x","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Eli candelo lilandelayo limalunga neenkolelo zakho malunga <span style=""text-decoration: underline;"">nobudoda</span>.</span><br /><br /><span style=""color: #236fa1;"">Nceda ufunde ingxelo nganye ngononophelo. Bonisa indlela ovakalelwa ngayo ngengxelo nganye.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '2'",NA,NA,NA,NA,NA,NA
"1236","1236","100",NA,NA,NA,NA,"masc_chronic_d1x","questionnaires",NA,"radio","Ukomelela emandleni kubalulekile kum.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"masc_chronic_d2x","questionnaires",NA,"radio","Ndiyakuthanda ukwazi ukuba ndilihoyile usapho lwam okanye iqabane","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"masc_chronic_d3x","questionnaires",NA,"radio","Ukuba nenqanaba elifanekelileyo lokomelela komzimba kubalulekile kum.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"masc_chronic_d4x","questionnaires",NA,"radio","Ndingumlwi.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"masc_chronic_d5x","questionnaires",NA,"radio","Ndidinga ukubonelela ngokhuseleko kwezemali kwiqabane lam okanye kusapho.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"masc_chronic_d6x","questionnaires",NA,"radio","Ukuba ngumntu okhutheleyo kubalulekile kum.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"masc_chronic_d7x","questionnaires",NA,"radio","Ukukwazi ukubonelela iqabane lam okanye usapho kubalulekile kum.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"masc_chronic_d8x","questionnaires",NA,"radio","Ndingumntu okhuphisanayo.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"masc_chronic_d9x","questionnaires",NA,"radio","Kuxhomekeke kum ukukhusela iqabane okanye usapho.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"masc_chronic_disease_x",NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct32","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">You will now read several statements that people have made about their <span style=""text-decoration: underline;"">food situation</span>. For these statements, please tell me whether the statement was often true, sometimes true, or never true for your household <span style=""text-decoration: underline;"">in the last 30 days</span>.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '1'",NA,NA,NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"c1_eng","questionnaires",NA,"radio","1. We worried whether our food would run out before we could get more or get money to buy more.   Did this happen often, sometimes, or never in the last 30 days?","3, Often|2, Sometimes|1, Never|98, I don't know",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"food_c1",NA,NA
"2344","2344","100",NA,NA,NA,NA,"c2_eng","questionnaires",NA,"radio","2. The food that we had just didn't last, and we were not able to get or afford more.   Did this happen often, sometimes, or never in the last 30 days?","3, Often|2, Sometimes|1, Never|98, I don't know",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"food_c1",NA,NA
"2343","2344","100",NA,NA,NA,NA,"c3_eng","questionnaires",NA,"radio","3. We were not able get or afford healthy meals. Did this happen often, sometimes, or never in the last 30 days?","3, Often|2, Sometimes|1, Never|98, I don't know",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"food_c1",NA,NA
"2344","2344","100",NA,NA,NA,NA,"c4_eng","questionnaires",NA,"radio","4. In the last 30 days, did you or other adults in your household ever cut the size of your meals or skip meals because you were not able to get or afford enough food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,NA,NA,NA
"692","692","100",NA,NA,NA,NA,"c4a_eng","questionnaires",NA,"radio","4a. How often did this happen -- almost every day, some days but not every day, or in only 1 or 2 days?","3, Almost every day (25 days or more)|2, Some days but not every day (more than 2 days but less than 25 days)|1, Only 1 or 2 days|98, Don't Know",NA,NA,NA,NA,NA,"[c4_eng] = '1'","y",NA,NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"c5_eng","questionnaires",NA,"radio","5. In the last 30 days, did you ever eat less than you felt you should because you were not able to get or afford enough food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"c6_eng","questionnaires",NA,"radio","6. In the last 30 days, were you ever hungry but didn't eat because you couldn't get or afford enough food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"c7_eng","questionnaires",NA,"radio","7. In the last 30 days, did you lose weight because you were not able to get or afford enough food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,NA,NA,NA
"2343","2344","100",NA,NA,NA,NA,"c8_eng","questionnaires",NA,"radio","8. In the last 30 days, did you or other adults in your household ever not eat for a whole day because you were not able to get or afford food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,NA,NA,NA
"318","318","100",NA,NA,NA,NA,"c8a_eng","questionnaires",NA,"radio","8a. [If Yes to above] How often did this happen --almost every day, some days but not every day, or in only 1 or 2 days.","3, Almost every day (25 days or more)|2, Some days but not every day (more than 2 days but less than 25 days)|1, Only 1 or 2 days|98, Don't Know",NA,NA,NA,NA,NA,"[ques_language] = '1' and [c8_eng] = '1'","y",NA,NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"c_child_age","questionnaires",NA,"radio","Do you have a child who is less than 18 years of age in your household?","1, Yes|0, No",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,NA,NA,NA
"919","919","100",NA,NA,NA,NA,"c9_eng","questionnaires","
","radio","9. We relied on only a few kinds of low-cost food to feed the children because we couldn't get or afford more food.   Did this happen often, sometimes, or never in the last 30 days?","3, Often|2, Sometimes|1, Never|98, I don't know",NA,NA,NA,NA,NA,"[c_child_age] = '1'","y",NA,NA,"c9_11",NA,NA
"919","919","100",NA,NA,NA,NA,"c10_eng","questionnaires",NA,"radio","10. We couldn't feed the children a healthy meal, because we were not able to get or afford healthy food.   Did this happen often, sometimes, or never in the last 30 days?","3, Often|2, Sometimes|1, Never|98, I don't know",NA,NA,NA,NA,NA,"[c_child_age] = '1'","y",NA,NA,"c9_11",NA,NA
"919","919","100",NA,NA,NA,NA,"c11_eng","questionnaires",NA,"radio","11. The children in our household were not eating enough because we just couldn't get or afford enough food.   Did this happen often, sometimes, or never in the last 30 days?","3, Often|2, Sometimes|1, Never|98, I don't know",NA,NA,NA,NA,NA,"[c_child_age] = '1'","y",NA,NA,"c9_11",NA,NA
"919","919","100",NA,NA,NA,NA,"c12_eng","questionnaires",NA,"radio","12. In the last 30 days, did you ever have to reduce the portions of any of the children's meals because you were not able to get or afford enough  food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[c_child_age] = '1'","y",NA,NA,NA,NA,NA
"919","919","100",NA,NA,NA,NA,"c13_eng","questionnaires",NA,"radio","13. In the last 30 days, did (any of the children ever skip meals because you were not able to get or afford enough food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[c_child_age] = '1'","y",NA,NA,NA,NA,NA
"176","176","100",NA,NA,NA,NA,"c13a_eng","questionnaires",NA,"radio","13a. How often did this happen -- almost every day, some days but not every day, or in only 1 or 2 days?","3, Almost every day (25 days or more)|2, Some days but not every day (more than 2 days but less than 25 days)|1, Only 1 or 2 days|98, Don't Know",NA,NA,NA,NA,NA,"[c13_eng] = '1'","y",NA,NA,NA,NA,NA
"919","919","100",NA,NA,NA,NA,"c14_eng","questionnaires",NA,"radio","14. In the last 30 days, were the children in your household ever hungry but you just were not able to get or afford more food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[c_child_age] = '1'","y",NA,NA,NA,NA,NA
"919","919","100",NA,NA,NA,NA,"c15_eng","questionnaires",NA,"radio","15. In the last 30 days, did any of the children in your household ever not eat for a whole day because you were not able to get or afford enough food?","1, Yes|0, No|98, Don't Know",NA,NA,NA,NA,NA,"[c_child_age] = '1'","y",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct35","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Ngoku uza kufunda/ ndizakufundela iingxelo ezininzi ezenziwe ngabantu malunga <span style=""text-decoration: underline;"">nemeko yabo yokutya</span>. Kwezi nkcazo, nceda undixelele ukuba ingaba ingxelo ibisoloko iyinyani, ngamanye amaxesha iyinyani, okanye ayizange ibe yinyani kusapho lwakho kwezi ntsuku <span style=""text-decoration: underline;"">zingama-30 zidlulileyo.</span></span></p> <p> </p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '2'",NA,NA,NA,NA,NA,NA
"1236","1236","100",NA,NA,NA,NA,"food_c1_x","questionnaires",NA,"radio","1. Sasinexhala lokuba ukutya kwethu kuya kuphela ngaphambi kokuba sifumane ngaphezulu okanye imali yokuthenga ngaphezulu. Ingaba yenzeka rhoqo, ngamanye amaxesha, okanye zange kwiintsuku ezingama-30 ezidlulileyo?","1, Rhoqo|2, Ngamaxesha athile|3, Azange|4, Andazi",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"food_c1_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"food_c2_x","questionnaires",NA,"radio","2. Ukutya esasinako akuzange kwanele, yaye sasingakwazi ukufumana okanye ukuthenga okungakumbi. Ingaba yenzeka rhoqo, ngamanye amaxesha, okanye zange kwiintsuku ezingama-30 ezidlulileyo?","1, Rhoqo|2, Ngamaxesha athile|3, Azange|4, Andazi",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"food_c1_x",NA,NA
"1236","1236","100",NA,NA,NA,NA,"food_c3_x","questionnaires",NA,"radio","3. Sasingakwazi ukufumana okanye ukuthenga ukutya okusempilweni.","1, Rhoqo|2, Ngamaxesha athile|3, Azange|4, Andazi",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"food_c1_x",NA,NA
