"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
tbip_f3_cart10,index_follow_up_questionnaire_3,,radio,"10. People in the community where I live are able to get the  services they need.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart11,index_follow_up_questionnaire_3,,radio,"11. People in the community where I live know where to go to get things done.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart12,index_follow_up_questionnaire_3,,radio,"12. The community where I live works with different people and groups outside the community to get things done.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart13,index_follow_up_questionnaire_3,,radio,"13. The community where I live has effective leaders.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart_section2,index_follow_up_questionnaire_3,,descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">The following statements are more <span style=""text-decoration: underline;"">possible descriptions of the community where you live</span>. Please indicate whether you agree or disagree with each statement by selecting the appropriate response.</span></h6></div>",,,,,,,,,,,,,
tbip_f3_cart29,index_follow_up_questionnaire_3,,radio,"1. People in the community where I live care about each other.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,LV,,tbip_f3_cart2,,
tbip_f3_cart30,index_follow_up_questionnaire_3,,radio,"2. The community where I live is a safe place to live and  work.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,LV,,tbip_f3_cart2,,
tbip_f3_cart31,index_follow_up_questionnaire_3,,radio,"3. Good housing is available for people who live in the community where I live.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,LV,,tbip_f3_cart2,,
tbip_f3_cart32,index_follow_up_questionnaire_3,,radio,"4. People in the community where I live can access necessary health care services.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,LV,,tbip_f3_cart2,,
tbip_f3_cart33,index_follow_up_questionnaire_3,,radio,"5. Good educational opportunities are available to people who live in the community where I live.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,LV,,tbip_f3_cart2,,
tbip_f3_cart34,index_follow_up_questionnaire_3,,radio,"6. Good work opportunities  are available to people who live in the community where I live.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,LV,,tbip_f3_cart2,,
tbip_f3_cart35,index_follow_up_questionnaire_3,,radio,"7. People in the community where I live have friendships with their neighbors.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,LV,,tbip_f3_cart2,,
tbip_f3_cart36,index_follow_up_questionnaire_3,,radio,"8. People in the community where I live have opportunities to become leaders in the community or in local organizations","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,LV,,tbip_f3_cart2,,
tbip_f3_cart_section3,index_follow_up_questionnaire_3,,descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;""><span style=""text-decoration: underline;"">The following describe possible activities you may have participated in</span>. Please indicate how often you have done each of the following <span style=""text-decoration: underline;"">IN THE LAST MONTH.</span></span></h6></div>",,,,,,,,,,,,,
tbip_f3_cart37,index_follow_up_questionnaire_3,,radio,"1. Spoken to your neighbors?","1, 0 times | 2, 1-2 times | 3, 3-5 times | 4, 5-10 times | 5, More than 10 times",,,,,,,y,LV,,tbip_f3_cart3,,
tbip_f3_cart38,index_follow_up_questionnaire_3,,radio,"2. Helped a neighbor or received help from a neighbor?","1, 0 times | 2, 1-2 times | 3, 3-5 times | 4, 5-10 times | 5, More than 10 times",,,,,,,y,LV,,tbip_f3_cart3,,
tbip_f3_cart39,index_follow_up_questionnaire_3,,radio,"3. Had neighbors in your home or been in their home?","1, 0 times | 2, 1-2 times | 3, 3-5 times | 4, 5-10 times | 5, More than 10 times",,,,,,,y,LV,,tbip_f3_cart3,,
tbip_f3_cart40,index_follow_up_questionnaire_3,,radio,"4. Attended a public meeting in which there was a discussion of local community affairs? ","1, 0 times | 2, 1-2 times | 3, 3-5 times | 4, 5-10 times | 5, More than 10 times",,,,,,,y,LV,,tbip_f3_cart3,,
tbip_f3_cart41,index_follow_up_questionnaire_3,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">5. Attended any organization meetings (who implement community initiatives)?</span></p></div>","1, 0 times | 2, 1-2 times | 3, 3-5 times | 4, 5-10 times | 5, More than 10 times",,,,,,,y,LV,,tbip_f3_cart3,,
tbip_f3_cart42,index_follow_up_questionnaire_3,,radio,"6. Attended community events?","1, 0 times | 2, 1-2 times | 3, 3-5 times | 4, 5-10 times | 5, More than 10 times",,,,,,,y,LV,,tbip_f3_cart3,,
tbip_f3_cart43,index_follow_up_questionnaire_3,,radio,"7. Volunteered for community initiatives?","1, 0 times | 2, 1-2 times | 3, 3-5 times | 4, 5-10 times | 5, More than 10 times",,,,,,,y,LV,,tbip_f3_cart3,,
tbip_f3_cart44,index_follow_up_questionnaire_3,,radio,"8. Obtained [or got?] information from local news sources? ","1, 0 times | 2, 1-2 times | 3, 3-5 times | 4, 5-10 times | 5, More than 10 times",,,,,,,y,LV,,tbip_f3_cart3,,
tbip_f3_tbip_f3_hiv_know_start_e_ss,index_follow_up_questionnaire_3,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""><span style=""font-weight: normal;"">SECTION 23: HIV KNOWLEDGE</span></h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">We would like to ask you questions about your <span style=""text-decoration: underline;"">understanding of HIV</span>.</span><br /><br /><span style=""color: #236fa1;"">Please read each statement carefully and select the right answers.</span></h6></div>",,,,,,,,,LV,,,,
tbip_f3_hiv_know1,index_follow_up_questionnaire_3,,radio,"1. Coughing and sneezing DO NOT spread HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know2,index_follow_up_questionnaire_3,,radio,"2.  A person can get HIV by sharing a glass of water with someone who has HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know3,index_follow_up_questionnaire_3,,radio,"3. Pulling out the penis before a man climaxes/cums keeps a woman from getting HIV during sex","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know4,index_follow_up_questionnaire_3,,radio,"4. A woman can get HIV if she has anal sex with a man","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know5,index_follow_up_questionnaire_3,,radio,"5. Showering, or washing one's genitals/private parts, after sex keeps a person from getting HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know6,index_follow_up_questionnaire_3,,radio,"6. All pregnant women infected with HIV will have babies born with AIDS","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know7,index_follow_up_questionnaire_3,,radio,"7. People who have been infected with HIV quickly show serious signs of being infected","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know8,index_follow_up_questionnaire_3,,radio,"8. There is a vaccine that can stop adults from getting HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know9,index_follow_up_questionnaire_3,,radio,"9. People are likely to get HIV by deep kissing, putting their tongue in their partner's mouth, if their partner has HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know10,index_follow_up_questionnaire_3,,radio,"10. A woman cannot get HIV if she has sex during her period","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know11,index_follow_up_questionnaire_3,,radio,"11. There is a female condom that can help decrease a woman's chance of getting HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know12,index_follow_up_questionnaire_3,,radio,"12. A natural skin condom works better against HIV than does a latex condom","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know13,index_follow_up_questionnaire_3,,radio,"13. A person will NOT get HIV if she or he is taking antibiotics","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know14,index_follow_up_questionnaire_3,,radio,"14. Having sex with more than one partner can increase a person's chance of being infected with HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know15,index_follow_up_questionnaire_3,,radio,"15. Taking a test for HIV one week after having sex will tell a person if she or he has HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know16,index_follow_up_questionnaire_3,,radio,"16. A person can get HIV by sitting in a hot tub or a swimming pool with a person who has HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know17,index_follow_up_questionnaire_3,,radio,"17. A person can get HIV from oral sex","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_hiv_know18,index_follow_up_questionnaire_3,,radio,"18. Using vaseline or baby oil with condoms lowers the chance of getting HIV","1, True | 2, False | 3, I don't know",,,,,,,y,,,tbip_f3_hiv_knowledge,,
tbip_f3_instruct10_ss,index_follow_up_questionnaire_3,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""><span style=""font-weight: normal;"">SECTION 24:  PERCEIVED HIV STIGMA</span></h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">We would like to ask you questions about your <span style=""text-decoration: underline;"">beliefs about HIV</span>. </span><span style=""color: #236fa1;"">We are interested to how you feel about the following statements. Indicate how you feel about each statement.</span></h6></div>",,,,,,,,,LV,,,,
tbip_f3_hiv_stig_s5_q1,index_follow_up_questionnaire_3,,radio,"1. Most people think that getting HIV is a punishment for bad behaviour","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q2,index_follow_up_questionnaire_3,,radio,"2. Most people think that having HIV is just a matter of bad luck","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q3,index_follow_up_questionnaire_3,,radio,"3. Most people think less of someone because they have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q4,index_follow_up_questionnaire_3,,radio,"4. Most people would not like someone with HIV to be living next door","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q5,index_follow_up_questionnaire_3,,radio,"5. Most people would reject the friendship of someone with HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q6,index_follow_up_questionnaire_3,,radio,"6. Most people feel that it is safe for a person with HIV to look after somebody else's children","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q7,index_follow_up_questionnaire_3,,radio,"7. Most people would not date a person if they know that he/she has HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q8,index_follow_up_questionnaire_3,,radio,"8. Most people are afraid to be around people with HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q9,index_follow_up_questionnaire_3,,radio,"9. Most people feel that if you have HIV it is your own fault","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q10,index_follow_up_questionnaire_3,,radio,"10. Most employers would not hire someone with HIV to work for them","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q11,index_follow_up_questionnaire_3,,radio,"11. Most people would not drink from a tap if a person with HIV had just drunk from it","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q12,index_follow_up_questionnaire_3,,radio,"12. Most people believe that if you have HIV you must have done something wrong to deserve it","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q13,index_follow_up_questionnaire_3,,radio,"13. Most people believe that someone with HIV should be ashamed of themselves","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q14,index_follow_up_questionnaire_3,,radio,"14. Most people feel uncomfortable around people with HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_hiv_stig_s5_q15,index_follow_up_questionnaire_3,,radio,"15. Most people would not sit next to someone with HIV in public or private transport","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,,y,,,tbip_f3_hiv_stigma_s5,,
tbip_f3_edi_hiv_instruct,index_follow_up_questionnaire_3,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""><span style=""font-weight: normal;"">SECTION 25: EXPERIENCED/ ANTICIPATED/INTERNALIZED HIV STIGMA</span></h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">We would like to ask you questions about your <span style=""text-decoration: underline;"">beliefs about HIV</span>. </span><span style=""color: #236fa1;"">We are interested in how you feel about the following statements. Indicate how you feel about each statement.</span></h6></div>",,,,,,,[tbip_f1_hiv_status]='1',,LV,,,,
tbip_f3_edi_hiv_q1,index_follow_up_questionnaire_3,"<h6 style=""text-align: center;""><span style=""font-weight: normal;"">Enacted HIV Stigma</h6>",radio,"1. I have lost friends by telling them that I have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q2,index_follow_up_questionnaire_3,,radio,"2. People have physically backed away from me because I have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q3,index_follow_up_questionnaire_3,,radio,"3. I have stopped socializing with some people due to their reactions towards HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q4,index_follow_up_questionnaire_3,,radio,"4. I am hurt by how people reacted to learning I have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q5,index_follow_up_questionnaire_3,,radio,"5. Some people who know that I have HIV have grown more distant","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q6,index_follow_up_questionnaire_3,,radio,"6. People I care about stopped calling me after learning that I have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q7,index_follow_up_questionnaire_3,,radio,"7. People seem afraid of me because I have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q8,index_follow_up_questionnaire_3,,radio,"8. People avoid touching me if they know I have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q9,index_follow_up_questionnaire_3,,radio,"9. People who know that I have HIV ignore my good points","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q10,index_follow_up_questionnaire_3,,radio,"10. People don't want me around their children once they know that I have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
tbip_f3_edi_hiv_q11,index_follow_up_questionnaire_3,,radio,"11. I regret having told some people that I have HIV","0, Strongly disagree | 1, Disagree | 2, Agree | 3, Strongly agree",,,,,,[tbip_f1_hiv_status]='1',y,,,tbip_f3_enacted_hiv_stigma,,
